id,title,year,cited_by_count,cdIndex,ns,np,concepts_names
https://openalex.org/W1971339718,Problems of Implementing Social Welfare Policy: Welfare and Education in Israel,1982,1,1.0,1,0,"Christian ministry, Welfare, Social Welfare, Public administration, Government (linguistics), Social policy, National Policy, Political science, Economic growth, Business, Economics, Law, Philosophy, Linguistics"
https://openalex.org/W2277515955,Food Habits in Bahrain: Infants' Feeding Habits,1983,1,1.0,1,0,"Medicine, Christian ministry, Food habits, Environmental health, Public health, Pediatrics, Family medicine, Library science, Nursing, Philosophy, Theology, Computer science"
https://openalex.org/W171331104,[Consanguinity and public health. Algerian study].,1984,2,1.0,2,0,"Consanguinity, Congenital malformations, Incidence (geometry), Pediatrics, Medicine, Public health, Consanguineous Marriage, Cousin, Census, Demography, Environmental health, Geography, Pregnancy, Population, Pathology, Biology, Genetics, Physics, Archaeology, Sociology, Optics"
https://openalex.org/W2051515555,The Israeli Welfare State at Crossroads,1985,1,1.0,1,0,"Welfare state, Welfare, State (computer science), Immigration, Ethnic group, Context (archaeology), Politics, Face (sociological concept), Political science, Population, Social Welfare, Political economy, Social security, Development economics, Sociology, Economics, Law, Social science, Geography, Demography, Archaeology, Algorithm, Computer science"
https://openalex.org/W2041048816,Transferring Technology Among Nations: A View of the Process in the Middle East,1986,1,1.0,1,0,"Middle East, Public health, Economic growth, Developed country, Developing country, Health care, Medicine, Political science, Development economics, Environmental health, Population, Nursing, Economics, Law"
https://openalex.org/W652256364,Project Renewal in Israel: Urban Revitalization Through Partnership,1987,1,1.0,1,0,"General partnership, Social Welfare, Welfare, Geography, Political science, Economic growth, Law, Economics"
https://openalex.org/W1975245145,The Welfare State East and West,1988,1,1.0,1,0,"State (computer science), Welfare state, Welfare, Political science, Economics, Law, Computer science, Politics, Algorithm"
https://openalex.org/W198523715,The Welfare State East and West.,1988,1,1.0,1,0,"State (computer science), Welfare state, Welfare, Political science, Geography, Computer science, Politics, Law, Algorithm"
https://openalex.org/W2004813260,Human Rights at the United Nations 1955-85: The Question of Bias,1988,1,1.0,1,0,"Human rights, Commission, Selection bias, Political science, General assembly, Work (physics), Cultural bias, Selection (genetic algorithm), Cultural rights, Law, International human rights law, Development economics, Economics, Statistics, Mechanical engineering, Mathematics, Artificial intelligence, Computer science, Engineering"
https://openalex.org/W1849997993,Village mothers on the West Bank learn about health.,1988,1,1.0,1,0,"Attendance, Health education, Socioeconomics, Medicine, Economic growth, Environmental health, Nursing, Public health, Sociology, Economics"
https://openalex.org/W2260793344,HOSPITAL VISITORS AS CONTROLS,1988,1,1.0,1,0,"Biostatistics, Epidemiology, Armenian, Medicine, Library science, Public health, Biomedical sciences, Family medicine, Classics, History, Pathology, Ancient history, Computer science"
https://openalex.org/W1988208978,Liberal Individualism and Liberal Neutrality,1989,1,1.0,1,0,"Neutrality, Individualism, Liberalism, Political science, Law and economics, Positive economics, Economics, Law, Politics"
https://openalex.org/W2060425733,Law of warfare at sea and neutrality: Lessons from the gulf war,1989,1,-1.0,0,1,"Neutrality, Belligerent, Law, Impartiality, Political science, United Nations Convention on the Law of the Sea, Law of war, International law, Jus ad bellum, Freedom of navigation, Duty, Firepower, Spanish Civil War, Just war theory, Law of the sea, Public international law, Politics, Geography, Archaeology"
https://openalex.org/W2086319548,Sociocultural determinants of infant and child mortality in Turkey,1989,1,1.0,1,0,"Infant mortality, Child mortality, Turkish, Latin Americans, Fertility, Multivariate analysis, Sociocultural evolution, Developing country, Demography, Multivariate statistics, Developed country, Public health, Child survival, Socioeconomics, Geography, Population, Economic growth, Demographic economics, Medicine, Sociology, Political science, Economics, Linguistics, Philosophy, Statistics, Mathematics, Nursing, Internal medicine, Law, Anthropology"
https://openalex.org/W2059506198,"Migration, acculturation and utilization of primary health care",1989,1,-1.0,0,1,"Acculturation, Residence, Public health, Ethnic group, Turkish, Demography, Psychological intervention, Population, Medicine, Gerontology, Health care, Environmental health, Economic growth, Nursing, Sociology, Economics, Linguistics, Philosophy, Anthropology"
https://openalex.org/W1969399830,Perceptions from epidemiologic research in an endemic war,1989,1,-1.0,0,1,"Action (physics), Public health, World War II, Population, Spanish Civil War, Epidemiology, Perspective (graphical), Medicine, Rigour, Economic growth, Political science, Environmental health, Law, Pathology, Physics, Geometry, Mathematics, Quantum mechanics, Artificial intelligence, Computer science, Economics"
https://openalex.org/W1969957116,Brucellosis in Saudi Arabia,1989,3,0.3333333333333333,2,1,"Brucellosis, Flock, Public health, Environmental health, Raw milk, Medicine, Veterinary medicine, Socioeconomics, Geography, Sociology, Pathology"
https://openalex.org/W1996865098,Ethnic Associations and the Welfare State: Services to Immigrants in Five Countries.,1990,1,1.0,1,0,"Immigration, Ethnic group, Welfare state, Welfare, State (computer science), Social Welfare, Demographic economics, Political science, Development economics, Economics, Law, Politics, Computer science, Algorithm"
https://openalex.org/W2027440949,State and Welfare Groups: Competition or Cooperation? Some Observations on the Israeli Scene,1990,1,1.0,1,0,"Corporatism, Legitimacy, Autonomy, Pluralism (philosophy), Welfare state, State (computer science), Context (archaeology), General partnership, Political opportunity, Political science, Competition (biology), Sociology, Political economy, Public administration, Economics, Politics, Law, Social movement, Paleontology, Ecology, Philosophy, Epistemology, Algorithm, Computer science, Biology"
https://openalex.org/W1996771579,The Welfare State versus the Relief of Poverty,1990,1,1.0,1,0,"Poverty, Welfare state, Solidarity, Welfare, Political science, Universalism, State (computer science), Milestone, Social policy, Politics, Sociology, Law, Geography, Cartography, Algorithm, Computer science"
https://openalex.org/W1780245212,"Dental knowledge, attitudes and behavior among Kuwaiti mothers and school teachers.",1990,3,1.0,3,0,"Medicine, Dental health, Family medicine, Tooth brushing, Health education, Dentistry, Toothbrush, Public health, Nursing, Brush, Electrical engineering, Engineering"
https://openalex.org/W2151062922,Socioeconomic and health care determinants of child survival in Kuwait,1990,1,-1.0,0,1,"Socioeconomic status, Health care, Social class, Medicine, Public health, Infant mortality, Developing country, Population, Environmental health, Christian ministry, Demography, Socioeconomics, Economic growth, Political science, Nursing, Sociology, Law, Economics"
https://openalex.org/W2034146483,"Measles in Israel, the West Bank, and Gaza: Continuing Incidence and the Case for a New Eradication Strategy",1990,1,-1.0,0,1,"Measles, Medicine, Immunization, Booster (rocketry), Public health, Pediatrics, Incidence (geometry), Vaccination, Environmental health, Immunology, Nursing, Physics, Astronomy, Antigen, Optics"
https://openalex.org/W90000459,Diarrhoea in the under-fives in a Saudi semiurban community.,1990,1,1.0,1,0,"Medicine, Diarrhea, Environmental health, Diarrheal diseases, Under-five, Pediatrics, Cross-sectional study, Developing country, Prevalence, Health education, Public health, Population, Nursing, Internal medicine, Pathology, Economics, Economic growth"
https://openalex.org/W2164559907,Nutritional Disorders Associated with Affluence in Bahrain,1990,1,1.0,1,0,"Medicine, Unit (ring theory), Public health, Family medicine, Gerontology, Environmental health, Pathology, Mathematics, Mathematics education"
https://openalex.org/W2041593316,Leprvosy in Qatar,1991,1,-1.0,0,1,"Medicine, Leprosy, Public health, Demography, Surgery, Pediatrics, Family medicine, Dermatology, Pathology, Sociology"
https://openalex.org/W2079996787,Emerging issues in health planning in Saudi Arabia: The effects of organization and development on the health care system,1991,3,1.0,3,0,"Health care, Government (linguistics), Agency (philosophy), Accreditation, HRHIS, Public health, Health policy, Economic growth, Commission, Medicine, International health, Business, Public relations, Public administration, Political science, Nursing, Sociology, Finance, Economics, Social science, Linguistics, Philosophy"
https://openalex.org/W1599043061,Community participation and attitudes of decision-makers towards community involvement in health development in Saudi Arabia.,1991,1,1.0,1,0,"Community participation, Scope (computer science), Government (linguistics), Promotion (chess), Community health, Health promotion, Public health, Political science, Public relations, Environmental health, Economic growth, Environmental protection, Medicine, Socioeconomics, Nursing, Geography, Sociology, Politics, Linguistics, Philosophy, Computer science, Law, Economics, Programming language"
https://openalex.org/W2080643809,The Reform of the Local Social Services In Israel: 1984 Compared to 1977,1992,1,1.0,1,0,"Christian ministry, Social change, Public administration, Organizational change, Political science, Social reform, Planned change, Social Welfare, Social policy, Economic growth, Public relations, Politics, Economics, Law"
https://openalex.org/W2157651297,Economic and Political Liberation in Egypt and the Demise of State Feminism,1992,1,1.0,1,0,"Demise, Feminism, Legitimacy, State (computer science), Politics, Ideology, Welfare state, Aristocracy (class), Political science, Middle class, Gender studies, Political economy, Sociology, Law, Algorithm, Computer science"
https://openalex.org/W2607215148,The Applicability of Human Rights Conventions to Israel and to the Occupied Territories,1992,3,-1.0,0,3,"Ratification, Human rights, Convention, Political science, Covenant, Law, Torture, Right to property, International human rights law, Politics, Linguistic rights, Government (linguistics), Linguistics, Philosophy"
https://openalex.org/W2009126758,Hepatitis C Virus Antibody in Kuwait,1992,1,-1.0,0,1,"Public health, Christian ministry, Medicine, Medical laboratory, Family medicine, Internal medicine, Nursing, Political science, Law"
https://openalex.org/W1993863790,Teaching biostatistics at the Kuwait University health science centre,1992,1,-1.0,0,1,"Biostatistics, Curriculum, Medical education, Enthusiasm, Health science, Medicine, Biomedical sciences, Public health, Psychology, Nursing, Pedagogy, Social psychology"
https://openalex.org/W1978965223,The Welfare State in Israel: The Evolution of Social Security Policy and Practice.,1993,12,1.0,12,0,"Social security, Welfare state, State (computer science), Social policy, Welfare, Social Welfare, Political science, State security, Public administration, Law, Politics, Computer science, Algorithm"
https://openalex.org/W2009824686,"A Framework for Survival: Health, Human Rights, and Humanitarian Assistance in Conflicts and Disasters",1993,1,1.0,1,0,"Human rights, Nothing, Torture, Refugee, Medicine, Law, Neutrality, International community, Criminology, Political science, Politics, Sociology, Philosophy, Epistemology"
https://openalex.org/W2152325011,New Approaches to Welfare Theory,1993,2,1.0,2,0,"Welfare state, Sociology, Politics, Framing (construction), Welfare, Citizenship, Law and economics, Law, Political science, History, Archaeology"
https://openalex.org/W2070546782,"Acute Poisoning in Izmir, Turkey – A Pilot Epidemiologic Study",1993,1,1.0,1,0,"Medicine, Public health, Poison control center, Accidental poisoning, Drug overdose, Environmental health, Emergency medicine, Poison control, Medical emergency, Injury prevention, Toxicology, Pediatrics, Nursing, Biology"
https://openalex.org/W1968322883,The education and contribution of women health care professionals in Saudi Arabia: The case of nursing,1993,1,1.0,1,0,"Nursing, Residence, Medicine, Health care, Health education, Nurse education, Public health, Political science, Sociology, Demography, Law"
https://openalex.org/W2102979927,"Citizenship, Social Rights, and the Ethnic State: The Case of Structural Discrimination against Arab Children in Israel",1994,1,-1.0,0,1,"Citizenship, State (computer science), Politics, Welfare state, Social rights, Ethnic group, Political science, Social contract, Law, Normative, Social citizenship, Sociology, Welfare, Political economy, Algorithm, Computer science"
https://openalex.org/W2194398399,The Influence of International Human Rights Law on the Israeli Legal System: Present and Future,1994,1,-1.0,0,1,"Human rights, International Covenant on Civil and Political Rights, Law, Political science, International human rights law, Fundamental rights, Judicial independence, Right to property, Covenant, Jurisprudence, Reservation of rights, Supreme court, Ratification, Linguistic rights, Constitution, Ex post facto law, Politics"
https://openalex.org/W318678234,Gender Inequalities and Demographic Behavior: Egypt,1994,2,1.0,2,0,"Resource distribution, Inequality, Equity (law), Population, Gender equity, Developing country, Context (archaeology), Distribution (mathematics), Gender inequality, Economic growth, Geography, Political science, Development economics, Sociology, Resource allocation, Demography, Economics, Law, Mathematical analysis, Mathematics, Archaeology, Market economy"
https://openalex.org/W170699313,"Anemia among pregnant women in the Asir region, Saudi Arabia: an epidemiologic study.",1994,1,1.0,1,0,"Medicine, Anemia, Pregnancy, Cross-sectional study, Prenatal care, Primary health care, Gestational age, Public health, Parity (physics), Obstetrics, Pediatrics, Demography, Environmental health, Population, Internal medicine, Genetics, Physics, Nursing, Pathology, Particle physics, Sociology, Biology"
https://openalex.org/W2475552236,Israel and the United Nations' Human Rights Agenda: The Inequality of Nations Large and Small,1995,1,1.0,1,0,"Human rights, Political science, Charter, United Nations Charter, Legitimacy, Politics, International human rights law, Declaration, Law, Linguistic rights, Rhetorical question, Right to property, Political economy, Public administration, Sociology, Security council, Linguistics, Philosophy"
https://openalex.org/W602012362,Politics and human rights,1995,1,1.0,1,0,"Human rights, Linguistic rights, International human rights law, Right to property, Political science, Politics, Fundamental rights, Democratization, Democracy, Rights of Nature, Law, Sociology, Public administration"
https://openalex.org/W68894010,STD/HIV prevention in Turkey: planning a sequence of interventions.,1995,2,1.0,2,0,"Public health, Psychological intervention, Medicine, Reproductive health, Population, Environmental health, Family medicine, Psychiatry, Nursing"
https://openalex.org/W2034009514,"Rotterdam general practitioners report (ROHAPRO): a computerised network of general practices in Rotterdam, The Netherlands. Rotterdam's HuisArtsen Project.",1995,1,1.0,1,0,"Medicine, Erasmus+, Rotterdam Study, Public health, Epidemiology, Health informatics, Population, Family medicine, Public health informatics, Health care, Environmental health, Health policy, Nursing, International health, Economic growth, Pathology, Art, The Renaissance, Economics, Art history"
https://openalex.org/W2086741342,Occupational Health in Lebanon: Overview and Challenges,1995,1,1.0,1,0,"Enforcement, Occupational safety and health, Incentive, Scarcity, Action (physics), Business, Tourism, Minor (academic), Public health, Environmental health, Political science, Economic growth, Public relations, Medicine, Economics, Law, Nursing, Physics, Quantum mechanics, Microeconomics"
https://openalex.org/W1998061906,Gender differences in nutritional status and feeding patterns among infants in the Gaza Strip.,1995,1,1.0,1,0,"Socioeconomic status, Anthropometry, Malnutrition, Gaza strip, Iron status, Demography, Public health, Medicine, Social status, Nutrition Disorders, Intervention (counseling), Environmental health, Iron deficiency, Population, Research methodology, Anemia, History, Ancient history, Social science, Nursing, Pathology, Psychiatry, Sociology, Palestine, Internal medicine"
https://openalex.org/W2030130522,"Knowledge and attitudes towards AIDS among primary health care physicians in the Asir Region, Saudi Arabia",1995,1,1.0,1,0,"Family medicine, Medicine, Primary care, Primary health care, Public health, Continuing medical education, Continuing education, Transmission (telecommunications), Disease, Nursing, Medical education, Environmental health, Pathology, Population, Electrical engineering, Engineering"
https://openalex.org/W2120712491,"Resettlement and Modernization In Post-Nomadic Bedouin Society: The Case of Segev Shalom, Israel",1996,1,-1.0,0,1,"Shalom, Modernization theory, Government (linguistics), Economic growth, Urbanization, Local government, Political science, Social Welfare, Socioeconomics, Sociology, Public administration, Economics, Linguistics, Philosophy, Theology, Law"
https://openalex.org/W2163488867,Nobel Lecture: Monetary Neutrality,1996,2,-1.0,0,2,"Neutrality, Economics, Keynesian economics, Philosophy, Epistemology"
https://openalex.org/W2234638404,"Dental caries and dental fluorosis among 4-, 6-, 12- and 15-year-old children in kindergartens and public schools in Kuwait.",1996,5,1.0,5,0,"Medicine, Dental fluorosis, Dentistry, Permanent teeth, Deciduous teeth, Public health, Population, Dental public health, Oral health, Environmental health, Fluoride, Inorganic chemistry, Chemistry, Nursing"
https://openalex.org/W170789729,Data from a public school health project in Beirut.,1996,1,1.0,1,0,"Socioeconomic status, Public health, Family medicine, Pediculosis, Government (linguistics), Slum, Medicine, Environmental health, Medical education, Psychology, Nursing, Population, Linguistics, Philosophy, Botany, Infestation, Biology"
https://openalex.org/W2240709457,Health and lifestyle: a saudi profile.,1996,1,1.0,1,0,"Medicine, Environmental health, Weight control, Cigarette smoking, Population, Community health, Enforcement, Gerontology, Obesity, Public health, Nursing, Political science, Internal medicine, Law"
https://openalex.org/W2523080996,Medical practice in Saudi Arabia the medico-legal aspect,1996,1,1.0,1,0,"Thriving, Medicine, Work (physics), Private sector, Medical practice, Health care, Medical services, Quality (philosophy), Public health, Medical care, Family medicine, Nursing, Law, Mechanical engineering, Social science, Philosophy, Epistemology, Sociology, Political science, Engineering"
https://openalex.org/W276920352,Beyond the Paper Tiger: The Challenge of a Human Rights Court in Africa,1997,1,1.0,1,0,"Human rights, International human rights law, Law, Fundamental rights, Linguistic rights, Political science, Right to property, Democracy, Politics, Sociology"
https://openalex.org/W2408144293,Militarization and gender: The Israeli experience,1997,1,1.0,1,0,"Militarization, Military service, Gender studies, Militarism, Sociology, Gender inequality, Service member, Service (business), Criminology, Political science, Inequality, Military personnel, Law, Politics, Mathematical analysis, Mathematics, Economy, Economics"
https://openalex.org/W1992027590,Wartime Civilian Injuries,1997,1,1.0,1,0,"Sanitation, Artillery, Ammunition, Politics, Public health, Political science, Medicine, Medical emergency, Environmental health, Computer security, Business, Engineering, Public relations, Law, History, Nursing, Computer science, Archaeology, Pathology"
https://openalex.org/W1994716141,Safe motherhood in Lebanon: new population‐based results from the Beirut 1994 survey,1997,1,-1.0,0,1,"Biostatistics, Epidemiology, Population, Medicine, Public health, Unit (ring theory), Library science, Family medicine, Psychology, Environmental health, Nursing, Mathematics education, Pathology, Computer science"
https://openalex.org/W2005693139,A Comparison of Public Attitudes in Britain and Saudi Arabia Towards Auditory Hallucinations,1997,1,-1.0,0,1,"Psychological intervention, Etiology, Arabic, Medicine, Public health, Social distance, Educational attainment, Psychiatry, Psychology, Schizophrenia (object-oriented programming), Clinical psychology, Linguistics, Philosophy, Nursing, Disease, Coronavirus disease 2019 (COVID-19), Pathology, Infectious disease (medical specialty), Economics, Economic growth"
https://openalex.org/W2396020108,Promotion of Non-Smoking: The Role of Primary Health Care Physicians,1997,3,0.3333333333333333,2,1,"Medicine, Primary care, Primary health care, Family medicine, Health promotion, Smoking cessation, Promotion (chess), Environmental health, MEDLINE, Public health, Nursing, Population, Pathology, Politics, Political science, Law"
https://openalex.org/W2084650222,Globalization and the welfare state,1998,2,1.0,2,0,"Globalization, Retrenchment, Welfare state, Social policy, State (computer science), Welfare, Economics, Politics, Welfare capitalism, Social Welfare, Economic globalization, Development economics, Political economy, Political science, Economic system, Market economy, Public administration, Law, Algorithm, Computer science"
https://openalex.org/W2054274705,Categorical Benefits in Welfare States: Findings from Great Britain and Israel,1998,9,1.0,9,0,"Categorical variable, Welfare, Social security, Cash, Public economics, Social Welfare, Economics, Political science, Computer science, Finance, Law, Machine learning"
https://openalex.org/W2154705917,Formulating the Matthew Principle: on the role of the middle classes in the welfare state,1998,1,1.0,1,0,"Middle class, Welfare state, Welfare, Social policy, State (computer science), Social Welfare, Class (philosophy), State policy, Positive economics, Public economics, Sociology, Political science, Economics, Law and economics, Law, Epistemology, Mathematics, Philosophy, Politics, Algorithm"
https://openalex.org/W582169793,"The Evolution of Israel's Social Security System: Structure, Time Pattern and Macroeconomic Impact",1998,2,1.0,2,0,"Social security, Frontier, Social insurance, Welfare state, Economics, Social Welfare, Transfer payment, Economic security, Welfare, Public economics, Development economics, Political science, Economic growth, Economic policy, Politics, Market economy, Law"
https://openalex.org/W2088731109,Policy paradigms and the dynamics of the welfare state: the Israeli welfare state and the Zionist colonial project,1998,5,0.2,3,2,"Welfare, Welfare state, Politics, Immigration, State (computer science), Judaism, Political economy, Colonialism, Welfare reform, Sociology, Economics, Political science, Public administration, Law, Geography, Archaeology, Algorithm, Computer science"
https://openalex.org/W2043493502,Update: The Palestinian Independent Commission for Citizens' Rights,1998,2,1.0,2,0,"Human rights, Commission, Law, Political science, Sovereignty, Context (archaeology), Autonomy, International human rights law, Fundamental rights, Government (linguistics), Public administration, Sociology, Politics, Paleontology, Linguistics, Philosophy, Biology"
https://openalex.org/W2073371333,Restructuring the primary health care services and changing profile of family physicians in Turkey,1998,3,1.0,3,0,"Restructuring, Medicine, Christian ministry, Primary care, Turkish, Primary health care, Health care, Family medicine, HRHIS, Family health, Nursing, Health care reform, Health services, Family doctors, Health policy, Population, Economic growth, Public health, Environmental health, Business, Finance, Political science, Linguistics, Philosophy, Economics, Law"
https://openalex.org/W2163197163,"Reported health, lifestyles, and use of health care of first generation immigrants in The Netherlands: do socioeconomic factors explain their adverse position?",1998,13,0.0769230769230769,7,6,"Medicine, Socioeconomic status, Ethnic group, Health care, Immigration, Race and health, Environmental health, Public health, Logistic regression, Social class, Health equity, Social determinants of health, Gerontology, Population, Nursing, Geography, Economic growth, Archaeology, Sociology, Anthropology, Political science, Internal medicine, Law, Economics"
https://openalex.org/W2019178050,Cystic and alveolar echinococcosis in Turkey,1998,1,1.0,1,0,"Cystic echinococcosis, Alveolar echinococcosis, Echinococcosis, Helminthiasis, Public health, Hydatid cyst, Helminths, Geography, Medicine, Veterinary medicine, Pathology, Cyst, Immunology"
https://openalex.org/W2406744401,Shared antenatal care fails to rate well with women of non‐English‐speaking backgrounds,1998,1,-1.0,0,1,"Medicine, Family medicine, Vietnamese, Odds ratio, Turkish, Confidence interval, Public health, Nursing, Philosophy, Linguistics, Pathology, Internal medicine"
https://openalex.org/W2079860050,"Risking for protection: Discourses around ‘safe sex’ among Chilean, Turkish and second‐generation Greek women living in Melbourne, Australia",1998,1,1.0,1,0,"Turkish, Focus group, Gender studies, Ethnic group, Context (archaeology), Psychological intervention, Multiculturalism, Harm reduction, Qualitative research, Reproductive health, Ethnography, Sociology, Harm, Psychology, Gerontology, Social psychology, Medicine, Public health, Nursing, Geography, Population, Demography, Social science, Psychiatry, Pedagogy, Philosophy, Linguistics, Archaeology, Anthropology"
https://openalex.org/W2411777334,"[The epidemiology of hepatitis A in the Netherlands, 1957-1998].",1998,1,1.0,1,0,"Medicine, Incidence (geometry), Epidemiology, Demography, Hepatitis A, Population, Transmission (telecommunications), Public health, Hepatitis, Pediatrics, Environmental health, Immunology, Pathology, Physics, Electrical engineering, Sociology, Optics, Engineering"
https://openalex.org/W2293006597,The status of child health and child survival and development programs in Turkey.,1998,1,1.0,1,0,"Medicine, Measles, Poliomyelitis, Malnutrition, Pediatrics, Child mortality, Breast feeding, Pneumonia, Environmental health, Health education, Promotion (chess), Neonatal tetanus, Family medicine, Public health, Vaccination, Nursing, Population, Health services, Immunology, Pathology, Politics, Political science, Internal medicine, Law"
https://openalex.org/W1486949447,Book notices-health and disease in the holy land. Studies in the history and sociology of medicine from ancient times to the present,1998,1,1.0,1,0,"Zionism, Public health, Mandatory Palestine, Judaism, Colonialism, History, Hygiene, Palestine, History of medicine, Health care, Ancient history, Classics, Political science, Medicine, Law, Archaeology, Nursing, Pathology"
https://openalex.org/W2464157024,"Tobacco or Health: A Global Status ReportTobacco or Health: A Global Status ReportWorld Health Organization, Geneva1997 ISBN 92 4 1561 84X",1998,7,1.0,7,0,"Medicine, Per capita, Consumption (sociology), Population, Global health, China, Demography, Environmental health, Public health, Geography, Pathology, Social science, Archaeology, Sociology"
https://openalex.org/W2093399699,The Exclusionary Logic of the Welfare State,1999,12,-0.1666666666666666,5,7,"Allowance (engineering), Welfare state, State (computer science), Welfare, Sociology, Politics, Law and economics, Economics, Political economy, Positive economics, Political science, Law, Mathematics, Operations management, Algorithm"
https://openalex.org/W3123563480,The African Human Rights Court: A Two-Legged Stool?,1999,1,1.0,1,0,"Human rights, International human rights law, Linguistic rights, Law, Fundamental rights, Political science, Right to property, Charter, Reservation of rights"
https://openalex.org/W2086932481,Oral health behaviour of 12‐year‐old children in Kuwait,1999,3,-1.0,0,3,"Medicine, Toothache, Oral hygiene, Oral health, Family medicine, Arabic, Dentistry, Health education, Hygiene, Pediatrics, Public health, Nursing, Philosophy, Linguistics, Pathology"
https://openalex.org/W297192594,"Knowledge, attitudes, beliefs, and practices about HIV/AIDS in Kuwait.",1999,1,1.0,1,0,"Socioeconomic status, Medicine, Logistic regression, Family medicine, Health education, Disease, Government (linguistics), Public health, Transmission (telecommunications), Gerontology, Demography, Psychology, Population, Environmental health, Nursing, Linguistics, Philosophy, Pathology, Sociology, Internal medicine, Electrical engineering, Engineering"
https://openalex.org/W2466109808,An oral health programme for schoolchildren in Kuwait 1986-97.,1999,1,1.0,1,0,"Medicine, Danish, Christian ministry, Oral health, Family medicine, Population, Public health, Dentistry, Oral health care, Tooth brushing, Environmental health, Nursing, Toothbrush, Philosophy, Linguistics, Brush, Theology, Electrical engineering, Engineering"
https://openalex.org/W2006846751,An E-Mail Assessment of Undergraduates' Attitudes Toward Smoking,1999,1,1.0,1,0,"Medicine, Family medicine, Smoking cessation, Public health, Demography, Environmental health, Nursing, Sociology, Pathology"
https://openalex.org/W2395788480,"Are low income countries targets of the tobacco industry? Plenary lecture given during the Conference on Global Lung Health and 1997 Annual Meeting of the International Union Against Tuberculosis and Lung Disease, Palais des Congrès, Paris, France, 1-4 October 1997.",1999,5,1.0,5,0,"Tobacco industry, Multinational corporation, Medicine, Consumption (sociology), Public health, Economic growth, Environmental health, Political science, Economics, Law, Social science, Nursing, Pathology, Sociology"
https://openalex.org/W2149256502,Prevalence and determinants of smoking in three regions of Saudi Arabia,1999,15,0.3333333333333333,10,5,"Medicine, Tobacco control, Cluster sampling, Cross-sectional study, Smoking prevalence, Multivariate analysis, Environmental health, Public health, Cigarette smoking, Demography, Stratified sampling, Population, Nursing, Pathology, Sociology, Internal medicine"
https://openalex.org/W2169566693,The Needed and the Needy: The Policy Legacies of Benefits for Disabled War Veterans in Israel,2000,4,1.0,4,0,"Welfare, Shadow (psychology), Social security, Social Welfare, Disability benefits, Political science, Social policy, State (computer science), Welfare state, Economic growth, Welfare system, Development economics, Economics, Psychology, Law, Politics, Algorithm, Computer science, Psychotherapist"
https://openalex.org/W2005239383,Policy-practice in social work and social work education in Israel,2000,5,-0.2,2,3,"Social work, Social philosophy, Social policy, Social change, Social position, Sociology, Social Welfare, Intervention (counseling), Public relations, Political science, Curriculum, Public administration, Pedagogy, Law, Medicine, Nursing"
https://openalex.org/W2085835482,The politics of social welfare: MPs’ attitudes and activities in the 13th Israeli Knesset,2000,1,-1.0,0,1,"Knesset, Welfare, Social Welfare, Politics, Government (linguistics), Political science, Perception, Public administration, Sociology, Law, Parliament, Psychology, Linguistics, Philosophy, Neuroscience"
https://openalex.org/W3125886531,R&D Policy in Israel: An Overview and Reassessment,2000,3,1.0,3,0,"Subsidy, Government (linguistics), Conditionality, Economics, Neutrality, Relevance (law), Public economics, Public policy, Investment (military), Public administration, Political science, Economic policy, Politics, Economic growth, Law, Market economy, Linguistics, Philosophy"
